mis_z	GO:0008013	GO:0060070	GO:0006325	GO:2000463	Gene	B	prior	post	rchange
-0.224249760524727	0	0	0	0	GLTPD1	0.529671647643294	0.0045477415702635	0.00241397320984934	3381
2.10872326362312	0	0	0	0	MXRA8	0.67189898380835	0.0172286965993181	0.0116417519866388	-1106
1.79659405119178	0	0	0	0	ACAP3	0.96482984031552	0.0144327594855912	0.0139322294660879	-283
1.00904618199888	0	0	0	0	VWA1	0.296236262997351	0.00921492569778129	0.00274761388680556	-3059
2.32448936527022	0	0	0	0	ATAD3A	0.354543663286173	0.0194659861323863	0.00698935961854592	-7420
1.63810396118457	0	0	0	0	CCNL2	0.387046385844573	0.0131892884367102	0.00514647283584167	-5071
-1.00885470984996	0	1	0	0	DVL1	0.479072492607629	0.0119734850415351	0.00577217064805167	-3379
-2.40151619832456	0	0	0	0	SCNN1D	4.43593318159076	0.00130066149729243	0.00574397812627512	6269
1.00294984289674	0	0	0	0	ATAD3B	0.598817794909011	0.00918289777802977	0.00551921567292216	633
-0.63531699799897	0	0	0	0	PUSL1	0.292794088530812	0.00359176707144248	0.00105432633450316	885
0.467362634616604	0	0	0	0	C1orf86	0.638083198020283	0.00676027179820115	0.00432419584650002	3146
2.96334090965824	0	0	0	0	SKI	6.8338203500342	0.0278904677574232	0.163926327704535	-130
4.46117949666303	0	0	0	0	CDK11B	0.375905311288463	0.0636969087308257	0.0249352551811918	-11327
4.77529775443503	0	0	0	0	GNB1	0.482408139967011	0.075387032425214	0.0378439794202983	-9104
3.20652184937525	0	0	0	0	SLC35E2B	0.510492087807659	0.0319531482389809	0.0165710222614485	-6824.5
0.188614343947143	0	0	0	0	CDK11A	0.326257045916144	0.0057626166852349	0.00188742233878309	-573
2.12120183320573	0	0	0	0	NADK	0.18353490857516	0.0173509091069398	0.00323025877551439	-5808
-0.545955855900846	0	0	0	0	PEX10	0.502616972393141	0.00378090645857139	0.00190392830261045	3721
-0.728179046577083	0	0	0	0	CALML6	0.612405527988628	0.00340520184344747	0.00208812052187157	6658
-0.100098918914134	0	0	0	0	TMEM52	4.51694707678763	0.00488347054344185	0.0216859252465777	1178
-1.98764243156728	0	0	0	0	MORN1	0.704672651089471	0.00165051386533384	0.00116363926225124	10667
3.14848135536584	0	0	0	0	GABRD	0.398917986392824	0.0309343444475227	0.0125740698385342	-9089
2.86833848254021	0	0	0	1	PRKCZ	0.862232318130085	0.611552439246118	0.575813833781008	-3449
2.18468311830748	0	0	0	0	RER1	0.581580446845818	0.0179859369906897	0.0105395869676648	-3104
1.47086127991624	0	0	0	0	MIB2	0.445332127354603	0.0119917181593517	0.00537605594046698	-3901
3.2359555615825	0	0	0	0	SLC35E2	0.391350202548542	0.0324821342189534	0.0129682759929257	-9366
2.05561165141039	0	0	0	0	PRDM16	0.155046352868238	0.0167179255570307	0.00262919310037765	-4927
1.87148778511322	0	0	0	0	TP73	1.24000028192221	0.015059878244493	0.0186070011132029	-208
0.517784832883243	0	0	0	0	PLCH2	0.209861528191936	0.00695824986009628	0.00146834192498485	-1414
2.17812581499946	0	0	0	0	LRRC47	0.445572295388366	0.017919298962522	0.00806446346269976	-6062
0.43273805005743	0	0	0	0	DFFB	0.440058807164206	0.00662757168594716	0.00292738508589397	-397
-0.322195812161006	0	0	0	0	ACTRT2	0.730367080029172	0.0042991727094937	0.00314361844903495	6251
0.51948168234402	0	0	0	0	ARHGEF16	3.59160845882546	0.00696501158372574	0.0245720555950006	838
0.495366744839452	0	0	0	0	TPRG1L	0.573962741837046	0.00686952628605931	0.00395442561970685	1803
-0.111122624263106	0	0	0	0	HES5	0.655180433408452	0.0048526882064758	0.00318471550127744	5420
-0.124684469130656	0	0	0	0	C1orf174	0.564349251422054	0.00481508319955362	0.00272310096082456	3734
-0.920373077794257	0	0	0	0	MEGF6	1.13625160360299	0.00304919427108438	0.00346321324962261	7273
1.1273379236884	0	0	0	0	FAM213B	0.597513864885784	0.00985875530388678	0.00591421085387355	183
-0.33306486770793	0	0	0	0	CCDC27	1.20529093518025	0.00427243682161326	0.00514501696692808	5149
0.280416881182411	0	0	0	0	WRAP73	0.490096267870218	0.0060738650012749	0.00298602667986887	889
0.0588127273614994	0	0	0	0	CEP104	0.140722235774494	0.00534941521745165	0.000756257944223679	-607
0.0740238470823778	0	0	0	0	MMEL1	0.210722454020119	0.00539627065830007	0.00114197931421093	-613
3.37960535462168	0	0	0	0	PANK4	0.62743928768569	0.0351875494067681	0.0223713281447097	-3991
-0.0465820855806283	0	0	0	0	TNFRSF14	0.516035759445822	0.00503569323280768	0.00260494640477769	2566
2.61733805533073	0	0	0	0	KLHL21	0.436147101353115	0.0229633298117555	0.0101467697165614	-7337
1.82151770124392	0	0	0	0	NOL9	0.679864928732695	0.0146385460783675	0.00999909324337159	-404
0.986904351564876	0	0	0	0	PLEKHG5	2.13449715493231	0.00909912685916614	0.0192236169734457	866
3.01725801640076	0	0	0	0	KCNAB2	0.508677578412555	0.0287455712069435	0.0148317010221402	-6574
2.53268763930856	0	0	0	0	ICMT	0.596017373370924	0.0218936969285273	0.0131654682911232	-3477
-0.169310972065121	0	0	0	0	ESPN	0.377543408928854	0.00469337583541295	0.00177714498794393	716
1.49909142857624	0	0	0	0	AJAP1	0.425157403343253	0.0121860505277461	0.00521753894275869	-4241
1.6417277505288	0	0	0	0	ZBTB48	0.282008184168013	0.0132165027243208	0.00376286919661185	-5226
1.52480046916964	0	0	0	0	TNFRSF25	0.398952367685753	0.0123657323019687	0.00497027941168411	-4587
0.0220715080278422	0	0	0	0	TAS1R1	0.351492333565739	0.00523790220761136	0.00184735769495454	56
-1.72243934266033	0	0	0	0	NPHP4	0.0443077768704436	0.00192260643352617	8.53432334927241e-05	19
2.46715839622861	0	0	0	0	RPL22	0.629952241431691	0.0210992704380183	0.0133961264501606	-2610.5
0.050128930618693	0	0	0	0	RNF207	0.0650361011763877	0.00532284783616527	0.000347908713187545	-282
1.92379320715684	0	0	0	0	HES3	0.624846171117405	0.0155136927367427	0.00975041942454916	-1541
6.1420649400173	0	0	0	0	CHD5	0.375882462903024	0.152011422757407	0.0631275247223162	-12181
2.11116221228249	0	0	0	0	PHF13	0.505186136691349	0.0172525164732165	0.00879077734367621	-4709
0.803873429824803	0	0	0	0	THAP3	0.235811774914711	0.00819552054202825	0.00194478032371417	-2223
2.69270687636144	0	0	0	0	ACOT7	0.439989452958605	0.0239585057484401	0.0106848488443378	-7433
2.06273768884279	0	0	0	0	HES2	0.652443611945427	0.016785581834956	0.0110159120599033	-1292
0.967026072193872	0	0	0	0	GPR153	0.973770416861312	0.0089963950042798	0.0087624913343831	1580
0.157964784118067	0	0	0	0	VAMP3	0.49696688632557	0.0056622743197108	0.00282200090039417	1479
2.17105950116641	0	0	0	0	SLC45A1	0.27887715534031	0.0178477594956064	0.00504222815524255	-6970
-0.0852243493723021	0	0	0	0	CA6	3.37805711224235	0.00492531413197216	0.0164453738239817	1648
1.99692245606189	0	0	0	0	DNAJC11	0.200182399711837	0.0161708187766285	0.00327952987001835	-5665
5.61052255870579	0	0	0	0	PIK3CD	0.138513226551816	0.116571884894023	0.0179493096937105	-14481
0.807999597619141	0	0	0	0	ENO1	0.200330954299182	0.00821487561022821	0.001656576284252	-2026
1.18593204419702	0	0	0	0	SLC25A33	0.33084760808768	0.0101939661536148	0.00339581335509027	-3738
0.0713168519627497	0	0	0	0	ERRFI1	0.504801893260615	0.00538790243473849	0.00272709958978778	1933
1.2644251439759	0	0	0	0	SLC2A5	0.9274666425837	0.0106607532619383	0.00989514489218847	842
0.54882119596475	0	0	0	0	GPR157	0.481137174269301	0.00708296278465279	0.00342044727646635	-225
0.15222421260614	0	0	0	0	UTS2	0.630318449412284	0.00564367457999551	0.00356474972757627	4080
-0.750867109078218	0	0	0	0	SLC2A7	1.11132278941042	0.00336110794357649	0.00373387895416497	6740
0.656998615634409	0	0	0	0	TMEM201	2.0286504587217	0.00753525013518716	0.015168813667009	1398
-0.460617820126914	0	0	0	0	TNFRSF9	0.25015585475923	0.00397078378428731	0.000996281257895547	338
3.60090226608337	0	0	0	0	CAMTA1	0.219039001080367	0.0397844362393912	0.0089937808911005	-10994
-0.186053424412106	0	0	0	0	PARK7	0.614198201271847	0.00464850914094839	0.00286023564418038	5015
-1.09707806357655	0	0	0	0	PER3	0.0368738407856891	0.00275472294335431	0.00010184743700152	-35
-0.729460394252926	0	0	0	0	H6PD	1.03789689059394	0.00340269627481508	0.00353119271540821	6853
3.01730717603227	0	0	0	0	SPSB1	0.504920801601369	0.0287463623508671	0.0147241871773254	-6687
3.57270822236546	0	0	0	0	RERE	0.000970752315842747	0.039168223233102	3.95710677198006e-05	-46
1.44503397041698	0	0	0	0	PEX14	0.2813816384771	0.0118166099428832	0.00335345347057088	-4528
1.1257692964371	0	0	0	0	CLSTN1	0.201203858151006	0.00984993296651632	0.00199756157676517	-2876
-1.15250970172988	0	0	0	0	APITD1-CORT	0.49644322369131	0.00266832714724529	0.0013264553028544	4966
0.543982567123261	0	0	0	0	DFFA	0.653203030355397	0.00706337476977196	0.00462514755420218	3148
4.32899286557234	0	0	0	0	TARDBP	1.11765213238171	0.0593009530603268	0.0658186281028193	-2005
0.527856246970329	0	0	0	0	EXOSC10	0.460220924097817	0.00699847881333111	0.00323305983005307	-480
0.29121380541692	1	0	0	0	LZIC	0.645384040276446	0.0509181172594219	0.0334660165978776	-4114
-0.868611166550261	0	0	0	0	CORT	0.638834368885721	0.00314125219201053	0.00200901922659913	7549
3.29556289951081	0	0	0	0	SRM	0.503945614268911	0.0335794454542754	0.0172088665930439	-7151
1.09211720969121	0	0	0	0	PGD	0.454382292940501	0.00966253698716465	0.00441375541320502	-2495
0.340282443824106	0	0	0	0	RBP7	0.646960721600863	0.00628577702587595	0.0040756954961722	3726
0.4390756843804	1	0	0	0	CTNNBIP1	0.638014494575259	0.0551981329526005	0.0359352293774537	-4353
4.04317717352861	0	0	0	0	CASZ1	0.205995119478287	0.05075065225408	0.0108933480078267	-11970
4.04112341237663	0	0	0	0	KIF1B	0.208339144444837	0.0506936518371057	0.0110030484614311	-11971
-1.67573797340135	0	0	0	0	MASP2	1.68049119095227	0.00197496131377716	0.00331445085755055	8641
3.77991496898458	0	0	0	0	UBE4B	0.269021974112808	0.0439189847787715	0.012207065458992	-11453
-0.903902932499011	0	0	0	0	C1orf127	0.873553794434051	0.00307819065913548	0.00269001229712247	7853
-1.15250970172988	0	0	0	0	APITD1	0.765804328963346	0.00266832714724529	0.00204469434698734	8799
-0.931919084318462	0	0	0	0	NMNAT1	2.48222247956072	0.00302902955335119	0.00748511974517246	4514
-0.400311328554149	0	0	0	0	FBXO6	0.538027964818912	0.00411066480237202	0.00221586067347601	4073
0.86906137405629	0	0	0	0	FBXO2	0.857366940402656	0.0085066604447647	0.00730218968584377	1975
0.875357731504697	0	0	0	0	FBXO44	0.813820885900926	0.00853732596257926	0.0069589154386495	2016
0.119238872870182	0	0	0	0	NPPB	0.471076704035639	0.00553797187427878	0.00261647373039033	1118
2.15003055890687	0	0	0	0	MAD2L2	0.653074596032548	0.0176365171473445	0.0115888687484547	-1467
1.65469120061552	0	0	0	0	UBIAD1	0.511869382500668	0.0133143112504619	0.00685977098057222	-3250.5
-0.584798717757508	0	0	0	0	MIIP	0.497734439994401	0.00369750326045562	0.00184379898062129	3731
2.02952045364699	0	0	0	0	MFN2	0.57429392789482	0.0164724895011834	0.00952685745721033	-2957
1.59759208543935	0	0	0	0	CLCN6	0.647647786219671	0.0128887873648737	0.00838547660443253	-282
0.3086928130076	0	0	0	0	TNFRSF8	7.80778085936837	0.00617305639319185	0.0462540554000709	429
0.409273492811806	0	0	0	0	PLOD1	0.713158886663941	0.00653911696756261	0.00467219314647939	3796
7.89155889863306	0	0	0	0	MTOR	0.455421521896198	0.329494411770502	0.182872711539336	-10595
-0.473837605250755	0	0	0	0	ANGPTL7	0.463190205624625	0.00394075973310928	0.00182919094344689	2700
0.846016894594286	0	0	0	0	MTHFR	0.254755396812606	0.0083953539643064	0.00215222742118166	-2412
-1.15299087863787	0	0	0	0	NPPA	0.609334188367171	0.00266758913990456	0.00162714906558361	7702
0.319012985236992	0	0	0	0	AGTRAP	0.469090037511149	0.0062096589543057	0.0029225241659195	408
2.43816476965292	0	0	0	0	PTCHD2	0.0643520664996131	0.0207568389871601	0.00136220094596515	-2700
-0.353485401238461	0	0	0	0	AADACL3	0.623670743471416	0.00422265295542852	0.002637736885579	5731
3.0371549534988	0	0	0	0	PRAMEF6	0.49869204677148	0.0290675121083471	0.0147100894771035	-6880
2.19257858879741	0	0	0	0	PRAMEF1	0.233187199070327	0.0180664968899898	0.00427205940666757	-6725
-1.5947262938592	0	0	0	0	PRAMEF12	0.335920610729407	0.00206917701252141	0.000696035668921182	2547
-1.1276745546361	0	0	0	0	HNRNPCL1	0.567521178743329	0.00270669593679945	0.00153790761208983	6629
1.13598472894688	0	0	0	0	TNFRSF1B	0.453146855707149	0.00990752762176013	0.00451402195008545	-2653
2.02106145085632	0	0	0	0	DHRS3	0.49084940827451	0.0163936800179236	0.00811455937883998	-4789
-1.26331144747492	0	0	0	0	PRAMEF2	0.499215455797828	0.00250364779275596	0.00125142877235569	5255
-0.68520464029655	0	0	0	0	C1orf158	0.621199898658935	0.00349030810159805	0.0021710495596443	6723
3.05181977988733	0	0	0	0	PRAMEF22	0.483417551646218	0.029307031481888	0.0143853201797464	-7297.5
2.11905614327733	0	0	0	0	PRAMEF11	0.499663969615875	0.0173298342056651	0.00873483143427686	-4852
2.65914041769807	0	0	0	0	PRAMEF4	0.386330083126519	0.0235101988374636	0.00921565615883843	-8163
-1.97750786953816	0	0	0	0	AADACL4	0.502743614675592	0.00166016789923517	0.000835328452033612	6329
4.21991339344376	0	0	0	0	PRAMEF10	0.499178186407675	0.0558891563619896	0.0287020323868788	-8267
1.85262608618755	0	0	0	0	VPS13D	0.900604392157649	0.0148994572446628	0.0134384185161276	-459
3.44005806032023	0	0	0	0	PRAMEF7	0.487187903312672	0.036389902195694	0.0180658505241608	-7824
3.31697475956953	0	0	0	0	PRAMEF14	0.504554569790692	0.0339822857947406	0.0174395363016407	-7173
0.334429565807924	0	0	0	0	PRDM2	0.194103221306078	0.00626473905333934	0.00122217652585158	-1062
0.092233027601192	0	0	0	0	TMEM51	0.545174584265596	0.00545289821134712	0.00298017282524591	2587
3.48359739629259	0	0	0	0	PRAMEF19	0.476895526293826	0.0372802522691823	0.0181323940456888	-8146
-0.56540249101459	0	0	0	0	PDPN	0.211440681789748	0.00373891906903184	0.000792897383983386	226
0.755909982601747	0	0	0	0	CELA2B	0.524731780766907	0.00797382469601964	0.0042000362948558	-60
0.122321557101649	0	0	0	0	CTRC	1.15027035625875	0.00554776647522303	0.0063761160598247	3704
2.15355667833489	0	0	0	0	EFHD2	0.55493766552399	0.0176717660030368	0.00988447055490205	-3729
4.15048406609314	0	0	0	0	PRAMEF17	0.511972418387168	0.0538146127885691	0.0282947018457404	-7819
2.87430546853501	0	0	0	0	PRAMEF13	0.487187903312672	0.0265322145435541	0.0131044742287643	-6875
0.830642670282344	0	0	0	0	CELA2A	0.404434408768832	0.00832189967870131	0.00338242681384288	-2188
2.8097935776609	0	0	0	0	KAZN	1.06618307584625	0.0255884948219789	0.0272358959665991	-1407
0.843808301377006	0	0	0	0	AGMAT	0.448011889169287	0.00838476243563855	0.00377394028857367	-1743
2.988320591895	0	0	0	0	SPEN	4.20703445307432	0.0282835195618043	0.109094218796998	-192
-0.744473107772193	0	0	0	0	TMEM82	0.497658342322577	0.00337347667934692	0.00168168875394804	4149
-0.879309953307823	0	0	0	0	SLC25A34	2.5797671446062	0.0031220000959741	0.00801450589539764	4210
0.410156754460233	0	0	0	0	FBLIM1	1.25840083689371	0.00654242527216085	0.00821909883466496	2765
-0.127976177167205	0	0	0	0	PLEKHM2	0.282214850969937	0.0048059995990348	0.00136101959981636	-26
1.25108551698733	0	0	0	0	CLCNKA	0.0522824411479356	0.01057995895003	0.000558748567461983	-824
-0.0233395532027494	0	0	0	0	DNAJC16	0.20858825361975	0.00510326578084123	0.00106879799073529	-469
0.00853665824415673	0	0	0	0	RSG1	0.423749400491471	0.00519740809967621	0.00220901468703521	787
0.813530847139462	0	0	0	0	ARHGEF19	0.119963749365145	0.00824089278169184	0.00099583047994596	-1387
1.12358361358859	0	0	0	0	FAM131C	0.558521640262248	0.00983765319171885	0.00551850989200733	-682.5
2.14257348925309	0	0	0	0	EPHA2	0.119449482584958	0.0175621998061284	0.00213074645889307	-4170
0.883530070800565	0	0	0	0	HSPB7	0.56085704599448	0.00857729167423187	0.00482882317324576	189
0.673901766174922	0	0	0	0	CLCNKB	0.157099238944728	0.00760846562114304	0.00120299925851132	-1501
4.73816070874517	0	0	0	0	ZBTB17	0.293592636010528	0.073908417784134	0.0228942642022424	-12726
3.13475348785256	0	0	0	0	DDI2	0.49398822256307	0.0306980121517994	0.0154037314324503	-7177
-1.66280839829346	0	0	0	0	RSC1A1	0.142204053214433	0.00198970596003301	0.000283428013616939	467
-0.678961671050328	0	0	0	0	C1orf64	0.960345718088698	0.00350284672324012	0.00336441135298208	6854
-0.326119058357091	0	0	0	0	CASP9	1.08379720067942	0.00428950308312715	0.00464728120243802	5409
1.88584280335086	0	0	0	0	FBXO42	0.406600270644831	0.0151831080723981	0.00622958239708652	-5756
-2.13645472315764	0	0	0	0	PADI1	0.604730069126768	0.00151504380907925	0.000916741599287544	9312
-0.971422715844458	0	0	0	0	CROCC	0.409757163589182	0.00296103805705209	0.0012154308688061	2834
1.73402387731983	0	0	0	0	ATP13A2	0.176909203893493	0.0139286161809229	0.00249267781753184	-4333
1.57363818586105	0	0	0	0	ARHGEF10L	0.822624810635813	0.0127142961942522	0.0104827364983822	161
0.25251739506459	0	0	0	0	PADI2	0.375318433721118	0.00597754705166254	0.0022518924035292	-452
-0.529705579088616	0	0	0	0	PADI4	0.28716550754418	0.00381635258820872	0.00109891440077219	686
0.0150447525359116	0	0	0	0	SDHB	0.574137617314064	0.00521684025887475	0.00300185345853412	3462.5
0.781331070336	0	0	0	0	NECAP2	0.649549560127155	0.00809057438490035	0.00527017199269864	2273
0.554152266070072	0	0	0	0	MFAP2	0.621430336529982	0.00710460677940992	0.00442692496793916	2579
-0.624461591030199	0	0	0	0	SPATA21	0.742678276376859	0.00361423062018318	0.0026867093992715	7258
3.51379860755571	0	0	0	0	RCC2	0.446002610906081	0.0379101088503524	0.0172707293586887	-8880
0.56905564139161	0	0	0	0	IGSF21	0.317131146614652	0.00716546306443063	0.00228356525794744	-1660
-0.665268443225747	0	0	0	0	PADI3	0.185514263225173	0.00353050614985169	0.000656848078703173	179
1.5459711959374	0	0	0	0	ACTL8	1.69634037702226	0.0125156578102673	0.0210473850619419	344
5.97793718525879	0	0	0	0	UBR4	0.203518759448568	0.1402135290849	0.0321235604114539	-14638
1.93823358440766	0	0	0	0	KLHDC7A	0.0500819137230053	0.0156413345414694	0.000795162502724297	-1428
2.88029497858705	0	0	0	0	CAPZB	1.23876298130993	0.0266215314278071	0.0327694777136465	-1153.5
0.661941611492329	0	0	0	0	AKR7A3	0.916898380514168	0.00755658793545936	0.00693297717878299	2479
-0.611298540344815	0	0	0	0	TMCO4	0.260538899729738	0.0036416573309666	0.000951355313447124	616
0.786029739593995	0	0	0	0	NBL1	0.603183636254196	0.00811233855419967	0.00490903276574555	1454
-0.58312208399584	0	0	0	0	ALDH4A1	0.731933823241819	0.00370106517453367	0.00271162520750949	7159
1.72948500382309	0	0	0	0	PAX7	0.391551752942233	0.0138927281740732	0.00548609623657398	-5348
1.63516871565085	0	0	0	0	HTR6	0.38546155923335	0.0131672855775866	0.00511688743092621	-5056
0.794508949473281	0	0	0	0	AKR7L	0.543929414222986	0.0081517611806946	0.00445052893483505	139
-0.471733746718975	0	0	0	0	TAS1R2	0.54361959163128	0.00394552272746641	0.0021487326968325	4357
0.919343409087353	0	0	0	0	PQLC2	0.692593452621824	0.00875463042903398	0.00607976198282595	2109
0.636325209714634	0	0	0	0	OTUD3	0.543805352895885	0.00744665382834024	0.00406333402232971	684
-0.578961840437525	0	0	0	0	MINOS1	0.658681925095006	0.00370991814980711	0.0024467543861059	7068
2.31812835780676	0	0	0	0	IFFO2	0.476895526293826	0.0193961247627907	0.00934473893808794	-5896
0.66558500759975	0	0	0	0	AKR7A2	0.777156394710617	0.00757235403347802	0.0058948508626586	2724
-0.0364439189997794	0	0	0	0	RNF186	0.571618465400768	0.0050650575618639	0.00290157633807071	3608
-0.933444532113681	0	0	0	0	MRTO4	0.574085552956062	0.00302637537116429	0.00173964082991084	6349
1.31965027115845	0	0	0	0	NBPF3	0.468517545461397	0.011001779642367	0.00518484406078366	-3046
0.0767918831945966	0	0	0	0	PINK1	8.54005719433751	0.00540484094705252	0.0443502552853003	500
0.358304475602087	0	0	0	0	DDOST	0.473062636918596	0.00635099849408342	0.00301450851126218	319
2.30155548553946	0	0	0	0	EIF4G3	0.275015420575175	0.0192152612998032	0.00535915037869327	-7425
-0.430663786342329	0	0	0	0	CDA	0.620537978415413	0.00403965938319498	0.00251061070018215	5949
0.20387864631872	0	0	0	0	PLA2G5	0.970185256427394	0.00581324736787975	0.00564090481934305	3851
2.95670651153231	0	0	0	0	ECE1	10.8664063401321	0.0277869712387163	0.236975815837683	-41
1.70734538100717	0	0	0	0	CAMK2N1	0.651887736553362	0.0137189771619725	0.00898614878484146	-464
-0.976798118076921	0	0	0	0	PLA2G2F	1.08270092957262	0.00295190459273323	0.00319524998020355	7627
1.08741514451069	0	0	0	0	MUL1	0.506919330990727	0.00963663559593848	0.00490831960506361	-1534
-0.493182113191761	0	0	0	0	SH2D5	0.349064784372216	0.00389723262028809	0.00136384660148837	1202
1.08127831855489	0	0	0	0	KIF17	0.235289016465243	0.00960293420643042	0.0022761800840302	-2985
1.094845483737	0	0	0	0	PLA2G2A	0.632352940266203	0.00967759731493255	0.00614150845422095	914
-0.805826493528254	0	0	0	0	PLA2G2D	0.485798204058938	0.00325663981165228	0.00158472358661086	4001
-0.677687218977625	0	0	0	0	PLA2G2C	0.483538311013643	0.00350541189375565	0.00169807524873755	3641
0.264170851722221	0	0	0	0	PLA2G2E	0.602192205150729	0.00601759248890171	0.00363244295355461	3179
-0.171832171753242	0	0	0	0	UBXN10	0.433205505304542	0.00468659202000951	0.00203566496754334	1380
1.46110202956445	0	0	0	0	HP1BP3	0.49043390524953	0.0119252515036361	0.00588430503336701	-3146
2.45643497431956	0	0	0	0	RAP1GAP	1.25426203987081	0.0209719812416824	0.026164839732249	-805
0.572495171991592	0	0	0	0	EPHA8	0.168348244785899	0.00717958134640414	0.00121593017837015	-1382
1.28643869906241	0	0	0	0	C1QB	0.549901183250305	0.0107954197743705	0.00596540022179085	-1408
0.782043261069884	0	0	0	0	ZBTB40	1.21153190224548	0.00809386951463397	0.00978922126557891	1842
0.720617089326534	0	0	0	0	C1QC	0.416502303713089	0.0078145033704011	0.00326966763311867	-1679
-0.0220507844120993	0	0	0	0	LUZP1	0.18649752685274	0.00510703887810968	0.000956423711353441	-520
-0.565939612696309	0	0	0	0	CELA3A	0.42368351163116	0.0037377659814079	0.0015870486162662	2287
3.45281507510486	0	0	0	0	EPHB2	2.18025356103428	0.0366486338288115	0.0765904212409644	-534
0.875599709507587	0	0	0	0	LDLRAD2	0.305187641166313	0.0085385066665252	0.0026213986738288	-2621
1.65504177622567	0	0	0	0	ALPL	0.537916901630528	0.0133169662171058	0.00720777479092616	-2776
3.22970562895589	0	1	0	0	CDC42	0.620794763549072	0.122406637731961	0.079688314097606	-5298
1.59320437324275	0	0	0	0	C1QA	0.546005369916054	0.0128566493937023	0.00706101390291784	-2421
2.90513887329523	0	1	0	0	WNT4	0.465411081250162	0.1036862794138	0.0510885606807663	-9845
0.0141488940185698	0	0	0	0	CELA3B	1.12761665647696	0.00521416108095096	0.00587566540295406	4106
4.25488103776815	0	0	0	0	USP48	0.411031697134201	0.0569622664724618	0.0242260564387426	-10464
-0.302143293783644	0	0	0	0	HTR1D	2.23795435681936	0.00434893615487568	0.00968060280541705	3179
0.870428052717558	0	0	0	0	HSPG2	0.0028613595255089	0.00851330736702115	2.45681921492198e-05	-30
5.55572106436225	0	0	1	0	KDM1A	1.65307477806838	0.404793923671155	0.529243450912796	-1368
3.56002500148172	0	0	0	0	HNRNPR	1.91312410786551	0.038894011979412	0.071857064899473	-709
1.63858438405559	0	0	0	0	RPL11	0.618585118731533	0.0131928931818656	0.00820220083830532	-902.5
0.617582446770888	0	0	0	0	ZNF436	1.08210475524895	0.00736722527736921	0.00796729053501147	2421
-0.456095510005321	0	0	0	0	IL22RA1	0.418468998322173	0.00398110682047455	0.00166983576530048	1943
1.22518789694853	0	0	0	0	TCEB3	0.393575145530538	0.0104248302177495	0.00412905760212658	-3604
1.88132431741874	0	0	0	0	LYPLA2	0.560418856915038	0.0151442126996509	0.00854398083309631	-2905.5
1.00474869848943	0	0	0	0	FUCA1	0.749044069193167	0.00919233681546558	0.00690138623479496	1740
0.378275477716975	0	0	0	0	TCEA3	0.713193970872544	0.00642405891587595	0.00459005727218666	3884
-0.172623118994731	0	0	0	0	GALE	0.503165819710449	0.0046844658226571	0.00236256183005365	2681
0.952430699639038	0	0	0	0	E2F2	0.718623274409311	0.0089216979961207	0.00642747532873794	1932
-0.493890568730231	0	0	0	0	HMGCL	0.562211773492109	0.00389564764601472	0.00219392074528176	4862
